"entity_id","position","value_id","value","value"
"29977","0","3258","/5/6/5684801_1.jpg","/5/6/5684801_1.jpg"
"30105","0","3270","/1/3/13373_1.jpg","/1/3/13373_1.jpg"
"30244","0","3284","/E/A/EASTON_BATTING_GLOVE_DURA_PR_1.jpg","/E/A/EASTON_BATTING_GLOVE_DURA_PR_1.jpg"
"30256","0","3285","/1/3/138322_1.jpg","/1/3/138322_1.jpg"
"30565","0","3303","/R/A/RAWLINGS_CFBH_HELMET_Black_1.jpg","/R/A/RAWLINGS_CFBH_HELMET_Black_1.jpg"
"30565","0","3304","/R/A/RAWLINGS_CFBH_HELMET_Navy_1.jpg","/R/A/RAWLINGS_CFBH_HELMET_Black_1.jpg"
"30565","0","3305","/R/A/RAWLINGS_CFBH_HELMET_Red_1.jpg","/R/A/RAWLINGS_CFBH_HELMET_Black_1.jpg"
"30565","0","3306","/R/A/RAWLINGS_CFBH_HELMET_Royal_1.jpg","/R/A/RAWLINGS_CFBH_HELMET_Black_1.jpg"
"30580","0","3308","/M/i/Mizuno_Pro_Wheek_Bag_Red_1.jpg","/M/i/Mizuno_Pro_Wheek_Bag_Red_1.jpg"
"30580","0","3309","/M/i/Mizuno_Pro_Wheel_Bag_Black_1.jpg","/M/i/Mizuno_Pro_Wheek_Bag_Red_1.jpg"
"30580","0","3310","/M/i/Mizuno_Pro_Wheel_Bag_Royal_1.jpg","/M/i/Mizuno_Pro_Wheek_Bag_Red_1.jpg"
"30580","0","3311","/M/i/Mizuno_Pro_Wheel_Bag_Navy_1.jpg","/M/i/Mizuno_Pro_Wheek_Bag_Red_1.jpg"
"30706","0","3323","/5/6/564852_1.jpg","/5/6/564852_1.jpg"
"31849","1","3377","/c/h/chrysanthemum_1.jpg","/c/h/chrysanthemum_1.jpg"
"22457","1","3430","/2/7/2755351_1_1.jpg","/2/7/2755351_1_1.jpg"
"30771","1","3468","/1/5/15310_3_1.jpg","/1/5/15310_1_1.jpg"
"28358","1","3481","/1/1/11233_1_1.jpg","/1/1/11233_1_1.jpg"
"13770","1","3490","/1/1/11230_3_1.jpg","/1/1/11230_1_1.jpg"
"19390","1","3685","/2/1/21311_1_1.jpg","/2/1/21311_1_1.jpg"
"23115","1","3701","/2/3/23017_1_1.jpg","/2/3/23017_1_1.jpg"
"17700","1","3718","/1/1/11232_3_1.jpg","/1/1/11232_1_1.jpg"
"28875","1","3746","/1/5/15111_1_1.jpg","/1/5/15111_1_1.jpg"
"28967","1","3753","/2/8/28253_1_1.jpg","/2/8/28253_1_1.jpg"
"24779","1","3762","/2/9/29287_4_1.jpg","/2/9/29287_1_1.jpg"
"26554","1","3766","/1/2/12215_2_1.jpg","/1/2/12215_1_1.jpg"
"17057","1","3786","/1/1/11572_1_1.jpg","/1/1/11572_1_1.jpg"
"16559","1","3790","/1/5/15112_2_1.jpg","/1/5/15112_1_1.jpg"
"20175","1","3829","/1/2/12087_1_1.jpg","/1/2/12087_1_1.jpg"
"21212","1","3835","/6/5/65737_4_1.jpg","/6/5/65737_1_1.jpg"
"24166","1","3964","/6/5/65806_1_1.jpg","/6/5/65806_1_1.jpg"
"26853","1","3991","/1/5/15011_1_1.jpg","/1/5/15011_1_1.jpg"
"25371","1","4003","/6/5/65800_1_1.jpg","/6/5/65800_1_1.jpg"
"24450","1","4005","/4/7/47157_1_1.jpg","/4/7/47157_1_1.jpg"
"23571","1","4006","/1/1/11148_2_1.jpg","/1/1/11148_1_1.jpg"
"19985","1","4008","/2/6/26096_1_1.jpg","/2/6/26096_1_1.jpg"
"18873","1","4009","/6/6/66770_1_1.jpg","/6/6/66770_1_1.jpg"
"27925","1","4014","/5/8/58246_1_1.jpg","/5/8/58246_1_1.jpg"
"27393","1","4017","/6/5/65799_1_1.jpg","/6/5/65799_1_1.jpg"
"21748","1","4021","/2/2/22973_2_1.jpg","/2/2/22973_1_1.jpg"
"20204","1","4024","/7/2/72893_1_1.jpg","/7/2/72893_1_1.jpg"
"19448","1","4025","/4/6/46351_1_1.jpg","/4/6/46351_1_1.jpg"
"14381","1","4039","/5/8/58223_1_1.jpg","/5/8/58223_1_1.jpg"
"29785","1","4052","/4/5/45986_1_1.jpg","/4/5/45986_1_1.jpg"
"15577","1","4054","/1/5/15125_1_1.jpg","/1/5/15125_1_1.jpg"
"13373","1","4055","/5/8/58240_1_1.jpg","/5/8/58240_1_1.jpg"
"19575","1","4056","/1/6/16573_1_1.jpg","/1/6/16573_1_1.jpg"
"17650","1","4058","/5/8/58241_1_1.jpg","/5/8/58241_1_1.jpg"
"24301","1","4062","/6/5/65751_1_1.jpg","/6/5/65751_1_1.jpg"
"13054","1","4066","/1/5/15354_1_1.jpg","/1/5/15354_1_1.jpg"
"25672","1","4071","/6/5/65747_1_1.jpg","/6/5/65747_1_1.jpg"
"29221","1","4075","/2/2/22556_1_1.jpg","/2/2/22556_1_1.jpg"
"28901","1","4086","/6/5/65744_1_1.jpg","/6/5/65744_1_1.jpg"
"25876","1","4107","/2/8/28277_1_1.jpg","/2/8/28277_1_1.jpg"
"17978","1","4108","/2/1/21327_1_1.jpg","/2/1/21327_1_1.jpg"
"25301","1","4110","/6/5/65882_2_1.jpg","/6/5/65882_1_1.jpg"
"30222","1","4113","/1/5/15107_1_1.jpg","/1/5/15107_1_1.jpg"
"13945","1","4152","/2/3/23013_1_1.jpg","/2/3/23013_1_1.jpg"
"16689","1","4153","/2/1/21309_2_1.jpg","/2/1/21309_1_1.jpg"
"17396","1","4157","/6/5/65883_2_1.jpg","/6/5/65883_1_1.jpg"
"15988","1","4224","/6/5/65884_4_1.jpg","/6/5/65884_1_1.jpg"
"16965","1","4253","/6/5/65802_1_1.jpg","/6/5/65802_1_1.jpg"
"17522","1","4269","/3/3/33487_1_1.jpg","/3/3/33487_1_1.jpg"
"22431","1","4285","/1/4/14762_1_1.jpg","/1/4/14762_1_1.jpg"
"17876","1","4300","/2/8/28832_1.jpg","/2/8/28832_1.jpg"
"21590","1","4307","/1/5/15670_1.jpg","/1/5/15670_1.jpg"
"27254","1","4310","/2/1/21705_1_1.jpg","/2/1/21705_1_1.jpg"
"25645","1","4318","/1/4/14543_1.jpg","/1/4/14543_1.jpg"
"30628","1","4319","/2/2/22819_1_1.jpg","/2/2/22819_1_1.jpg"
"21739","1","4332","/1/3/13372_1_1.jpg","/1/3/13372_1_1.jpg"
"21943","1","4333","/2/1/21704_1_1.jpg","/2/1/21704_1_1.jpg"
"15787","1","4340","/5/6/56832_1.jpg","/5/6/56832_1.jpg"
"35933","1","4378","/2/1/21596_1_1.jpg","/2/1/21596_1_1.jpg"
"25862","1","4379","/4/7/47155_1_1.jpg","/4/7/47155_1_1.jpg"
"20330","1","4424","/4/7/47171_1_1.jpg","/4/7/47171_1_1.jpg"
"15833","1","4484","/1/4/14554_1_1.jpg","/1/4/14554_1_1.jpg"
"22199","1","4491","/1/4/14124_1_1.jpg","/1/4/141240101_1_1.jpg"
"22645","1","4622","/4/6/46167_1_1.jpg","/4/6/46167_1_1.jpg"
"31950","1","4631","/1/5/15472_1_1.jpg","/1/5/15472_1_1.jpg"
"31914","1","4633","/1/5/15456_1_1.jpg","/1/5/15456_1_1.jpg"
"31142","1","4635","/1/5/15846_1_1.jpg","/1/5/15846_1_1.jpg"
"15807","1","4642","/5/7/57524_1_1.jpg","/5/7/57524_1_1.jpg"
"35177","1","4647","/1/6/16546_1_1.jpg","/1/6/16546_1_1.jpg"
"35150","1","4648","/1/6/16542_1_1.jpg","/1/6/16542_1_1.jpg"
"31912","1","4670","/1/5/15454_1_1.jpg","/1/5/15454_1_1.jpg"
"31888","1","4671","/3/1/311760_1_1.jpg","/3/1/311760_1_1.jpg"
"31851","1","4672","/2/7/27733_1_1.jpg","/2/7/27733_1_1.jpg"
"33915","1","4678","/1/6/16385_1_1.jpg","/1/6/16385_1_1.jpg"
"30372","1","4702","/4/6/46777_1_1.jpg","/4/6/46777_1_1.jpg"
"30197","1","4703","/6/5/65538_1_1.jpg","/6/5/65538_1_1.jpg"
"29670","1","4705","/4/6/46775_1_1.jpg","/4/6/46775_1_1.jpg"
"19809","1","4714","/1/4/14628_1_1.jpg","/1/4/14628_1_1.jpg"
"18209","1","4718","/6/5/65537_1_1.jpg","/6/5/65537_1_1.jpg"
"32621","1","4741","/1/6/16240_2_1.jpg","/1/6/16240_2_1.jpg"
"32594","1","4744","/1/6/16250_3_1.jpg","/1/6/16250_3_1.jpg"
"33464","1","4748","/1/6/16343_1_1.jpg","/1/6/16343_1_1.jpg"
"32609","1","4753","/1/6/16238_1_1.jpg","/1/6/16238_1_1.jpg"
"32591","1","4757","/1/6/16242_1_1.jpg","/1/6/16242_1_1.jpg"
"32612","1","4760","/1/6/16259_1_1.jpg","/1/6/16259_1_1.jpg"
"24728","1","4768","/1/4/14313_1_1.jpg","/1/4/14313_1_1.jpg"
"16473","1","4791","/6/6/66291_1_1.jpg","/6/6/66291_1_1.jpg"
"33914","1","4804","/1/6/16384_1_1.jpg","/1/6/16384_1_1.jpg"
"32039","1","4880","/1/5/15526_1_1.jpg","/1/5/15526_1_1.jpg"
"32037","1","4882","/1/5/15524_1_1.jpg","/1/5/15524_1_1.jpg"
"32032","1","4885","/1/5/15517_1_1.jpg","/1/5/15517_1_1.jpg"
"35370","1","4939","/1/6/16596_1_1.jpg","/1/6/16596_1_1.jpg"
"32010","1","4943","/1/5/15514_1_1.jpg","/1/5/15514_1_1.jpg"
"32009","1","4944","/1/5/15513_1_1.jpg","/1/5/15513_1_1.jpg"
"32008","1","4945","/1/5/15512_1_1.jpg","/1/5/15512_1_1.jpg"
"32007","1","4946","/1/5/15510_1_1.jpg","/1/5/15510_1_1.jpg"
"31922","1","4951","/1/5/15464_1_1.jpg","/1/5/15464_1_1.jpg"
"22199","1","4962","/1/4/141240101_1_1.jpg","/1/4/141240101_1_1.jpg"
"31395","1","4963","/1/5/15912_1_1.jpg","/1/5/15912_1_1.jpg"
"31371","1","4964","/1/5/15759_1_1.jpg","/1/5/15759_1_1.jpg"
